"@timestamp","source.bytes","source.packets","destination.bytes","destination.packets","network.packets","network.bytes","network.transport","event.duration"
"Jan 22, 2020 @ 17:18:30.004",288,4,152,2,6,440,tcp,"264,268"
"Jan 22, 2020 @ 17:18:30.004",144,2,76,1,3,220,tcp,"223,307"
"Jan 22, 2020 @ 17:18:30.004",288,4,152,2,6,440,tcp,"228,850"
"Jan 22, 2020 @ 17:18:30.004",144,2,76,1,3,220,tcp,"210,322"
"Jan 22, 2020 @ 17:18:30.004",288,4,152,2,6,440,tcp,"265,897"
"Jan 22, 2020 @ 17:18:30.004",144,2,76,1,3,220,tcp,"223,020"
"Jan 22, 2020 @ 17:18:30.004",288,4,152,2,6,440,tcp,"244,005"
"Jan 22, 2020 @ 17:18:30.004",144,2,76,1,3,220,tcp,"209,606"
"Jan 22, 2020 @ 17:18:30.004",288,4,152,2,6,440,tcp,"226,627"
"Jan 22, 2020 @ 17:18:30.004",144,2,76,1,3,220,tcp,"204,227"
"Jan 22, 2020 @ 17:18:30.004",288,4,152,2,6,440,tcp,"238,426"
"Jan 22, 2020 @ 17:18:30.004",144,2,76,1,3,220,tcp,"198,600"
"Jan 22, 2020 @ 17:18:30.004",288,4,152,2,6,440,tcp,"258,847"
"Jan 22, 2020 @ 17:18:30.004",144,2,76,1,3,220,tcp,"194,446"
"Jan 22, 2020 @ 17:18:30.004",288,4,152,2,6,440,tcp,"224,736"
"Jan 22, 2020 @ 17:18:30.004",144,2,76,1,3,220,tcp,"207,686"
"Jan 22, 2020 @ 17:18:30.004",288,4,152,2,6,440,tcp,"265,685"
"Jan 22, 2020 @ 17:18:30.004",144,2,76,1,3,220,tcp,"193,781"
"Jan 22, 2020 @ 17:18:30.004",288,4,152,2,6,440,tcp,"268,600"
"Jan 22, 2020 @ 17:18:30.004",144,2,76,1,3,220,tcp,"226,136"
"Jan 22, 2020 @ 17:18:30.004",288,4,152,2,6,440,tcp,"251,049"
"Jan 22, 2020 @ 17:18:30.004",144,2,76,1,3,220,tcp,"199,036"
"Jan 22, 2020 @ 17:18:30.004",288,4,152,2,6,440,tcp,"232,617"
"Jan 22, 2020 @ 17:18:30.004",144,2,76,1,3,220,tcp,"193,400"
"Jan 22, 2020 @ 17:18:30.004",288,4,152,2,6,440,tcp,"267,442"
"Jan 22, 2020 @ 17:18:30.004",144,2,76,1,3,220,tcp,"198,568"
"Jan 22, 2020 @ 17:18:30.004",288,4,152,2,6,440,tcp,"248,218"
"Jan 22, 2020 @ 17:18:30.004",144,2,76,1,3,220,tcp,"196,239"
"Jan 22, 2020 @ 17:18:30.004",288,4,152,2,6,440,tcp,"266,161"
"Jan 22, 2020 @ 17:18:30.004",144,2,76,1,3,220,tcp,"199,548"
"Jan 22, 2020 @ 17:18:30.004",288,4,152,2,6,440,tcp,"265,353"
"Jan 22, 2020 @ 17:18:30.004",144,2,76,1,3,220,tcp,"200,862"
"Jan 22, 2020 @ 17:18:30.004",288,4,152,2,6,440,tcp,"240,710"
"Jan 22, 2020 @ 17:18:30.004",144,2,76,1,3,220,tcp,"209,767"
"Jan 22, 2020 @ 17:18:30.004",116,1,,,1,116,udp,0
"Jan 22, 2020 @ 17:18:20.004","4,145,080","41,564","8,049,708","40,340","81,904","12,194,788",udp,"3,026,592,812,033"
"Jan 22, 2020 @ 17:18:20.004","2,072,540","20,782","4,024,854","20,170","40,952","6,097,394",udp,"3,026,592,683,492"
"Jan 22, 2020 @ 17:18:20.004",92,1,92,1,2,184,udp,"39,416"
"Jan 22, 2020 @ 17:18:20.004",92,1,92,1,2,184,udp,"38,475"
"Jan 22, 2020 @ 17:18:20.004",344,1,358,1,2,702,udp,"251,489"
"Jan 22, 2020 @ 17:18:20.004",92,1,92,1,2,184,udp,"46,714"
"Jan 22, 2020 @ 17:18:20.004","1,875",9,"2,203",7,16,"4,078",tcp,"3,018,667"
"Jan 22, 2020 @ 17:18:20.004","3,750",18,"4,406",14,32,"8,156",tcp,"3,037,446"
"Jan 22, 2020 @ 17:18:20.004",497,5,563,5,10,"1,060",tcp,"416,051"
"Jan 22, 2020 @ 17:18:20.004","5,415,061","3,718","1,156,008","2,078","5,796","6,571,069",tcp,"2,838,175,348,357"
"Jan 22, 2020 @ 17:18:20.004","121,398,528","14,052","19,554,749","9,871","23,923","140,953,277",tcp,"2,816,674,131,220"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"215,276"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"178,429"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"208,390"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"177,309"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"258,131"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"197,658"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"275,941"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"243,666"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"259,301"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"208,731"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"236,769"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"192,980"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"231,531"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"208,792"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"270,690"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"215,299"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"264,103"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"200,037"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"238,604"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"175,601"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"281,445"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"236,559"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"338,956"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"297,497"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"243,314"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"192,697"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"271,882"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"204,225"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"241,167"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"195,860"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"232,605"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"210,255"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"245,512"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"212,497"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"245,342"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"198,950"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"230,119"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"193,447"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"264,395"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"222,041"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"242,299"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"195,917"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"230,315"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"194,334"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"272,530"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"229,780"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"226,092"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"207,251"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"246,391"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"199,690"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"256,921"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"223,461"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"253,678"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"191,454"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"240,096"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"202,937"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"239,591"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"223,732"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"298,146"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"252,387"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"215,390"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"182,301"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"259,005"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"225,628"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"241,474"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"193,195"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"306,019"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"262,979"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"227,922"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"182,919"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"216,226"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"180,883"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"267,545"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"201,363"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"245,526"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"193,796"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"238,493"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"192,315"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"229,657"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"191,258"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"264,780"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"201,090"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"244,636"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"195,813"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"232,191"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"194,353"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"293,345"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"215,848"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"255,107"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"222,589"
"Jan 22, 2020 @ 17:18:20.004",60,1,56,1,2,116,tcp,"40,934"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"244,576"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"197,350"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"272,438"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"222,336"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"252,006"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"206,223"
"Jan 22, 2020 @ 17:18:20.004",112,2,56,1,3,168,tcp,"92,546"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"250,970"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"229,417"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"264,348"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"195,049"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"243,823"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"198,034"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"235,987"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"183,747"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"271,387"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"211,875"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"250,344"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"208,603"
"Jan 22, 2020 @ 17:18:20.004","2,578",12,"1,188",10,22,"3,766",tcp,"1,267,987"
"Jan 22, 2020 @ 17:18:20.004","1,289",6,594,5,11,"1,883",tcp,"1,229,605"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"241,671"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"192,166"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"283,370"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"195,974"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"271,418"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"222,016"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"246,498"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"192,986"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"264,233"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"195,916"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"259,282"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"224,392"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"216,629"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"180,205"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"271,829"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"230,052"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"249,579"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"198,885"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"253,179"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"208,292"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"245,500"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"197,891"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"237,831"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"195,978"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"244,771"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"198,143"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"259,983"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"200,737"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"246,154"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"197,680"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"780,228"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"725,911"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"242,633"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"211,918"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"239,088"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"210,227"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"265,633"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"213,314"
"Jan 22, 2020 @ 17:18:20.004",112,2,56,1,3,168,tcp,"70,888"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"238,201"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"202,536"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"224,630"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"191,975"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"237,281"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"198,688"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"245,384"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"191,953"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"235,434"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"192,891"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"218,951"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"202,015"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"267,612"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"203,682"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"324,044"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"286,885"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"274,897"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"211,489"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"272,122"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"202,013"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"267,446"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"195,379"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"253,583"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"211,788"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"264,787"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"192,843"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"258,680"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"237,906"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"262,695"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"196,286"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"270,048"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"230,477"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"244,657"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"198,110"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"217,602"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"180,945"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"284,735"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"241,511"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"244,581"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"198,548"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"217,030"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"181,249"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"219,712"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"184,754"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"211,668"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"179,553"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"304,991"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"192,223"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"276,520"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"241,817"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"245,688"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"193,238"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"270,683"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"227,053"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"271,670"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"198,792"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"247,195"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"193,941"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"233,362"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"213,355"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"274,693"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"231,300"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"239,016"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"207,605"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"271,215"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"210,200"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"244,927"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"195,490"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"242,744"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"196,786"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"232,637"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"193,891"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"267,470"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"225,610"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"242,140"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"196,185"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"278,780"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"211,656"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"272,977"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"201,779"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"227,303"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"208,082"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"226,885"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"190,804"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"258,806"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"222,127"
"Jan 22, 2020 @ 17:18:20.004",112,2,56,1,3,168,tcp,"530,568"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"241,793"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"195,174"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"270,682"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"208,701"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"230,927"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"198,271"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"258,368"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"195,095"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"225,831"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"186,869"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"210,378"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"177,628"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"267,517"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"200,036"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"216,689"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"178,142"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"211,820"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"177,891"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"209,221"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"177,683"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"236,059"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"185,921"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"256,622"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"195,917"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"268,583"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"196,822"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"283,737"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"208,921"
"Jan 22, 2020 @ 17:18:20.004",288,4,152,2,6,440,tcp,"265,081"
"Jan 22, 2020 @ 17:18:20.004",144,2,76,1,3,220,tcp,"203,411"
